alcohol,density,chlorides,total sulfur dioxide,volatile acidity,residual sugar,quality,tipo_calidad
9.4,0.99576,0.052,113.0,0.4,8.8,5,Mediana
12.0,0.99026,0.04,106.0,0.17,1.4,5,Mediana
11.1,0.99174,0.04,111.0,0.25,1.2,5,Mediana
11.8,0.99058,0.035,97.0,0.27,5.0,7,Buena
11.4,0.9905,0.042,106.0,0.16,1.6,6,Mediana
9.1,0.99956,0.057,224.0,0.3,18.75,5,Mediana
10.4,0.99554,0.057,178.0,0.34,9.4,6,Mediana
9.2,0.99536,0.044,98.0,0.17,9.7,6,Mediana
13.0,0.99056,0.034,134.0,0.47,4.75,7,Buena
11.5,0.99112,0.029,106.0,0.21,5.35,7,Buena
11.5,0.99112,0.029,106.0,0.21,5.35,7,Buena
10.0,0.99616,0.047,134.0,0.24,6.8,5,Mediana
11.1,0.99266,0.038,89.0,0.34,6.9,6,Mediana
12.2,0.98926,0.031,86.0,0.23,0.9,6,Mediana
10.6,0.99114,0.042,172.0,0.39,1.2,5,Mediana
11.1,0.9912,0.037,145.0,0.105,1.3,7,Buena
9.2,0.9983,0.056,143.0,0.22,12.0,6,Mediana
10.5,0.99532,0.055,103.0,0.19,9.85,6,Mediana
12.9,0.99,0.04,111.0,0.17,2.0,6,Mediana
12.9,0.98914,0.035,106.0,0.3,1.6,7,Buena
9.6,0.99537,0.046,171.0,0.29,7.8,5,Mediana
12.9,0.99,0.04,108.0,0.19,1.9,6,Mediana
12.9,0.99,0.04,111.0,0.17,2.0,6,Mediana
8.8,0.99742,0.047,219.0,0.24,10.3,5,Mediana
9.2,0.9983,0.056,143.0,0.22,12.0,6,Mediana
10.5,0.99532,0.055,103.0,0.19,9.85,6,Mediana
10.5,0.99284,0.045,131.0,0.16,2.0,6,Mediana
9.5,0.99297,0.064,191.0,0.22,1.1,6,Mediana
9.8,0.99711,0.06,184.0,0.36,10.4,6,Mediana
11.8,0.9913,0.037,150.0,0.31,1.8,7,Buena
9.8,0.99711,0.06,184.0,0.36,10.4,6,Mediana
13.1,0.98964,0.039,94.0,0.32,4.7,7,Buena
10.4,0.992,0.047,131.0,0.22,1.1,5,Mediana
13.0,0.99031,0.035,88.0,0.36,8.15,7,Buena
10.2,0.99393,0.056,113.0,0.21,4.8,7,Buena
11.7,0.9904,0.039,98.0,0.28,1.2,6,Mediana
9.5,0.99297,0.064,191.0,0.22,1.1,6,Mediana
11.7,0.99088,0.036,83.0,0.2,1.4,6,Mediana
11.8,0.9913,0.037,150.0,0.31,1.8,7,Buena
11.2,0.99158,0.057,111.0,0.2,1.0,6,Mediana
13.0,0.99408,0.036,134.0,0.28,15.5,7,Buena
13.0,0.99408,0.036,134.0,0.28,15.5,7,Buena
10.9,0.99473,0.042,123.0,0.24,8.4,6,Mediana
11.6,0.98998,0.042,102.0,0.22,2.4,7,Buena
11.3,0.99146,0.038,134.0,0.24,3.95,7,Buena
10.5,0.99273,0.052,141.0,0.3,2.0,6,Mediana
13.1,0.98922,0.036,124.0,0.33,3.0,7,Buena
13.0,0.99408,0.036,134.0,0.28,15.5,7,Buena
10.9,0.99473,0.042,123.0,0.24,8.4,6,Mediana
9.1,0.99869,0.054,181.0,0.29,14.3,5,Mediana
13.4,0.9896,0.04,93.0,0.33,4.2,7,Buena
11.5,0.99108,0.029,133.0,0.16,1.4,7,Buena
11.2,0.99134,0.031,118.0,0.2,3.0,7,Buena
10.9,0.99385,0.042,155.0,0.33,4.9,6,Mediana
13.5,0.98936,0.036,115.0,0.36,2.4,7,Buena
9.1,0.99869,0.054,181.0,0.29,14.3,5,Mediana
9.9,0.99606,0.046,179.0,0.26,10.7,6,Mediana
10.5,0.99508,0.041,167.0,0.22,11.0,6,Mediana
11.7,0.99038,0.046,90.0,0.19,1.4,7,Buena
11.0,0.99158,0.043,117.0,0.21,1.2,6,Mediana
13.0,0.9932,0.032,63.0,0.35,12.9,6,Mediana
13.6,0.99164,0.03,95.0,0.38,10.8,6,Mediana
12.3,0.98987,0.031,87.0,0.19,1.3,7,Buena
13.3,0.98947,0.044,171.0,0.33,2.0,7,Buena
13.7,0.98819,0.036,102.0,0.29,1.8,7,Buena
11.1,0.99133,0.05,131.0,0.2,1.2,5,Mediana
11.3,0.99139,0.038,152.0,0.23,3.8,7,Buena
9.4,0.99537,0.048,178.0,0.32,7.2,5,Mediana
11.6,0.99186,0.028,132.0,0.36,6.3,6,Mediana
11.6,0.99186,0.028,132.0,0.36,6.3,6,Mediana
9.8,0.9963,0.053,146.0,0.23,8.6,6,Mediana
13.1,0.9897,0.034,134.0,0.35,3.1,7,Buena
9.7,0.9955,0.046,178.0,0.31,7.2,5,Mediana
9.2,0.99528,0.048,179.0,0.28,7.1,5,Mediana
10.6,0.99704,0.045,136.0,0.22,14.7,6,Mediana
9.7,0.9955,0.046,178.0,0.31,7.2,5,Mediana
9.2,0.99528,0.048,179.0,0.28,7.1,5,Mediana
10.9,0.9914,0.032,92.0,0.24,1.9,6,Mediana
12.2,0.99074,0.029,128.0,0.28,4.8,7,Buena
12.7,0.98892,0.031,80.0,0.27,1.2,6,Mediana
13.0,0.98959,0.024,99.0,0.28,3.4,6,Mediana
11.2,0.99212,0.03,123.0,0.26,4.3,6,Mediana
9.4,0.99576,0.036,153.0,0.23,8.5,6,Mediana
11.0,0.9919,0.031,159.0,0.33,1.8,6,Mediana
11.0,0.9919,0.031,159.0,0.33,1.8,6,Mediana
9.2,1.00037,0.039,237.0,0.2,19.5,6,Mediana
9.4,0.99576,0.036,153.0,0.23,8.5,6,Mediana
9.2,1.00037,0.039,237.0,0.2,19.9,6,Mediana
12.3,0.992,0.029,142.0,0.47,8.3,6,Mediana
11.0,0.9919,0.031,159.0,0.33,1.8,6,Mediana
10.0,0.99218,0.022,116.0,0.14,1.1,6,Mediana
9.0,0.99855,0.044,110.0,0.22,16.65,6,Mediana
9.0,0.99855,0.044,110.0,0.22,16.65,6,Mediana
9.0,0.99855,0.044,110.0,0.22,16.65,6,Mediana
11.1,0.99062,0.023,87.0,0.2,0.9,6,Mediana
9.9,0.99362,0.042,123.0,0.14,6.1,6,Mediana
11.1,0.99062,0.023,87.0,0.2,0.9,6,Mediana
9.0,0.99855,0.044,110.0,0.22,16.65,6,Mediana
11.8,0.99098,0.031,34.0,0.34,3.85,4,Baja
9.0,0.99398,0.05,86.0,0.48,4.5,5,Mediana
12.4,0.9903,0.028,162.0,0.37,3.2,6,Mediana
9.0,0.99398,0.05,86.0,0.48,4.5,5,Mediana
11.2,0.99406,0.036,85.0,0.25,9.7,6,Mediana
12.6,0.9906,0.029,112.0,0.38,4.2,6,Mediana
11.5,0.99089,0.031,80.0,0.26,4.2,6,Mediana
11.3,0.99096,0.035,93.0,0.15,1.1,7,Buena
11.2,0.99406,0.036,85.0,0.25,9.7,6,Mediana
11.5,0.99089,0.031,80.0,0.26,4.2,6,Mediana
12.6,0.9906,0.029,112.0,0.38,4.2,6,Mediana
11.9,0.9911,0.027,87.0,0.31,1.6,6,Mediana
10.1,0.99396,0.036,119.0,0.17,1.6,6,Mediana
11.0,0.99089,0.027,112.0,0.18,1.1,7,Buena
10.6,0.9968,0.048,161.0,0.28,14.6,5,Mediana
11.3,0.99138,0.035,120.0,0.23,2.6,7,Buena
11.2,0.99098,0.038,124.0,0.22,1.2,4,Baja
11.5,0.99238,0.028,78.0,0.25,7.25,7,Buena
11.1,0.99244,0.026,143.0,0.3,6.55,5,Mediana
12.8,0.99176,0.023,130.0,0.26,7.0,7,Buena
12.3,0.98993,0.037,76.0,0.32,1.5,6,Mediana
10.4,0.9929,0.041,102.0,0.24,1.4,6,Mediana
11.5,0.99238,0.028,78.0,0.25,7.25,7,Buena
11.7,0.98988,0.032,104.0,0.24,1.0,7,Buena
10.7,0.992,0.044,158.0,0.28,4.2,7,Buena
12.0,0.99006,0.037,107.0,0.19,1.5,7,Buena
10.8,0.99211,0.053,186.0,0.28,1.3,5,Mediana
10.7,0.99202,0.043,158.0,0.28,3.9,7,Buena
10.7,0.992,0.044,158.0,0.28,4.2,7,Buena
10.7,0.99332,0.049,107.0,0.19,7.6,7,Buena
12.1,0.98958,0.031,123.0,0.16,1.0,7,Buena
11.9,0.98939,0.034,108.0,0.17,1.1,7,Buena
10.8,0.99492,0.042,137.0,0.19,11.8,6,Mediana
9.4,0.99787,0.053,226.0,0.39,9.7,6,Mediana
9.9,0.99654,0.049,88.0,0.12,12.9,6,Mediana
10.4,0.99304,0.039,140.0,0.295,1.6,7,Buena
10.4,0.9952,0.038,137.0,0.26,7.2,6,Mediana
12.6,0.99165,0.027,122.0,0.32,7.1,7,Buena
12.5,0.9892,0.017,69.0,0.36,1.9,6,Mediana
9.4,0.99628,0.056,167.0,0.35,8.8,5,Mediana
9.2,0.99604,0.047,151.0,0.38,7.2,5,Mediana
11.2,0.99164,0.047,90.0,0.14,1.4,6,Mediana
9.2,0.998,0.044,149.0,0.16,14.3,6,Mediana
9.2,0.998,0.044,149.0,0.16,14.3,6,Mediana
9.4,0.99628,0.056,167.0,0.35,8.8,5,Mediana
11.2,0.99164,0.047,90.0,0.14,1.4,6,Mediana
10.8,0.99226,0.046,114.0,0.16,1.8,6,Mediana
9.2,0.998,0.044,149.0,0.16,14.3,6,Mediana
9.2,0.99604,0.047,151.0,0.38,7.2,5,Mediana
12.5,0.98914,0.037,95.0,0.24,1.2,6,Mediana
11.4,0.99048,0.041,117.0,0.29,0.9,5,Mediana
10.0,0.99726,0.044,118.0,0.27,12.6,7,Buena
10.0,0.99726,0.044,118.0,0.27,12.6,7,Buena
12.5,0.98914,0.037,95.0,0.24,1.2,6,Mediana
12.8,0.99054,0.029,93.0,0.36,6.1,7,Buena
11.4,0.99048,0.041,117.0,0.29,0.9,5,Mediana
10.8,0.99362,0.036,124.0,0.3,8.0,6,Mediana
10.8,0.99362,0.036,124.0,0.3,8.0,6,Mediana
8.8,0.99966,0.045,125.0,0.21,17.6,6,Mediana
10.8,0.99362,0.036,124.0,0.3,8.0,6,Mediana
11.0,0.99442,0.021,156.0,0.31,8.8,7,Buena
11.3,0.99089,0.02,66.0,0.26,1.4,7,Buena
11.2,0.99474,0.018,127.0,0.3,4.8,7,Buena
10.0,0.99348,0.017,99.0,0.13,3.7,6,Mediana
11.0,0.99283,0.047,130.0,0.19,4.9,6,Mediana
11.0,0.99283,0.047,130.0,0.19,4.9,6,Mediana
11.4,0.9908,0.046,133.0,0.24,2.0,7,Buena
11.3,0.99165,0.039,139.0,0.18,5.1,6,Mediana
12.2,0.99076,0.031,73.0,0.33,4.5,7,Buena
12.6,0.98942,0.037,95.0,0.29,3.2,7,Buena
11.1,0.99244,0.032,138.0,0.31,6.65,5,Mediana
12.3,0.99058,0.035,126.0,0.29,1.6,6,Mediana
8.8,0.99916,0.06,190.0,0.32,17.75,6,Mediana
9.5,0.99306,0.036,109.0,0.085,1.4,6,Mediana
8.8,0.99916,0.06,190.0,0.32,17.75,6,Mediana
10.4,0.99498,0.047,109.0,0.18,7.2,6,Mediana
12.2,0.99338,0.03,191.0,0.28,8.5,7,Buena
10.8,0.9926,0.043,149.0,0.275,5.4,7,Buena
10.0,0.99346,0.049,152.0,0.22,1.2,6,Mediana
12.4,0.98944,0.034,145.0,0.26,1.3,6,Mediana
10.5,0.99523,0.038,152.0,0.21,11.7,7,Buena
11.2,0.99402,0.03,82.0,0.27,11.0,5,Mediana
12.7,0.98916,0.029,102.0,0.37,1.6,7,Buena
9.4,0.99655,0.044,155.0,0.21,11.6,6,Mediana
12.9,0.99071,0.025,95.0,0.3,6.2,7,Buena
13.6,0.98742,0.029,93.0,0.3,1.2,7,Buena
9.1,0.99336,0.053,112.0,0.34,1.0,5,Mediana
10.4,0.992,0.049,166.0,0.25,2.4,6,Mediana
13.6,0.98742,0.029,93.0,0.3,1.2,7,Buena
10.5,0.99444,0.037,105.0,0.2,9.6,7,Buena
11.3,0.99058,0.051,122.0,0.16,1.2,7,Buena
12.6,0.99164,0.028,122.0,0.31,8.0,7,Buena
10.8,0.99402,0.03,98.0,0.16,12.0,5,Mediana
12.5,0.99128,0.04,186.0,0.21,2.5,6,Mediana
11.5,0.991,0.027,150.0,0.21,4.4,7,Buena
11.4,0.9931,0.027,112.0,0.22,8.8,6,Mediana
10.5,0.99444,0.037,105.0,0.2,9.6,7,Buena
12.6,0.99164,0.028,122.0,0.31,8.0,7,Buena
11.0,0.99112,0.053,146.0,0.15,1.3,6,Mediana
11.3,0.99058,0.051,122.0,0.16,1.2,7,Buena
11.6,0.98961,0.036,96.0,0.22,1.2,6,Mediana
9.2,0.99904,0.05,139.0,0.26,18.15,5,Mediana
9.1,0.99884,0.05,180.0,0.24,13.1,6,Mediana
9.1,0.99884,0.05,180.0,0.24,13.1,6,Mediana
9.1,0.99884,0.05,180.0,0.24,13.1,6,Mediana
9.1,0.99884,0.05,180.0,0.24,13.1,6,Mediana
11.7,0.98949,0.037,79.0,0.15,1.0,6,Mediana
12.6,0.99014,0.041,114.0,0.34,1.6,6,Mediana
9.1,0.99884,0.05,180.0,0.24,13.1,6,Mediana
9.2,0.99666,0.045,159.0,0.2,10.6,5,Mediana
8.8,0.99754,0.049,190.0,0.28,10.4,5,Mediana
10.0,0.99272,0.028,95.0,0.18,1.1,4,Baja
9.1,0.99712,0.036,196.0,0.35,7.4,6,Mediana
11.2,0.99104,0.041,182.0,0.22,1.2,5,Mediana
9.2,0.99373,0.053,119.0,0.18,3.4,6,Mediana
9.2,0.99904,0.05,139.0,0.26,18.15,5,Mediana
9.5,0.9956,0.038,200.0,0.3,8.0,5,Mediana
11.9,0.99095,0.024,152.0,0.34,2.5,7,Buena
9.8,0.99382,0.068,138.0,0.3,2.0,5,Mediana
9.8,0.99382,0.069,134.0,0.31,2.0,5,Mediana
10.8,0.99299,0.036,150.0,0.265,6.9,7,Buena
11.3,0.99048,0.051,122.0,0.255,1.2,6,Mediana
12.1,0.99254,0.028,121.0,0.26,9.4,6,Mediana
11.3,0.9902,0.03,111.0,0.17,2.9,7,Buena
10.8,0.99299,0.036,150.0,0.265,6.9,7,Buena
13.5,0.99012,0.028,75.0,0.2,5.4,7,Buena
10.3,0.99293,0.044,126.0,0.28,1.3,5,Mediana
9.0,1.00022,0.035,184.0,0.22,20.8,6,Mediana
11.6,0.99382,0.041,166.0,0.34,10.3,6,Mediana
10.3,0.99293,0.044,126.0,0.28,1.3,5,Mediana
12.5,0.98954,0.029,116.0,0.19,1.6,6,Mediana
8.6,0.99936,0.042,125.0,0.21,13.1,5,Mediana
10.2,0.99174,0.034,135.0,0.26,1.4,6,Mediana
9.0,0.99792,0.051,149.0,0.15,14.7,7,Buena
9.0,0.99792,0.051,149.0,0.15,14.7,7,Buena
9.0,0.99792,0.051,149.0,0.15,14.7,7,Buena
9.0,0.99792,0.051,149.0,0.15,14.7,7,Buena
9.0,0.99792,0.051,149.0,0.15,14.7,7,Buena
9.0,0.99792,0.051,149.0,0.15,14.7,7,Buena
9.0,0.99792,0.051,149.0,0.15,14.7,7,Buena
11.9,0.99043,0.04,121.0,0.27,1.8,5,Mediana
9.0,0.99654,0.07,194.0,0.22,10.6,6,Mediana
9.0,0.99758,0.055,134.0,0.24,12.5,5,Mediana
11.0,0.99374,0.051,143.0,0.28,6.8,6,Mediana
9.0,0.99792,0.051,149.0,0.15,14.7,7,Buena
10.0,0.99243,0.039,108.0,0.17,2.9,5,Mediana
10.7,0.99216,0.04,184.0,0.26,1.4,5,Mediana
10.7,0.99215,0.042,183.0,0.27,1.4,5,Mediana
11.0,0.99278,0.015,124.0,0.19,7.4,6,Mediana
10.0,0.99243,0.039,108.0,0.17,2.9,5,Mediana
10.7,0.99216,0.04,184.0,0.26,1.4,5,Mediana
10.7,0.99215,0.042,183.0,0.27,1.4,5,Mediana
11.0,0.99278,0.015,124.0,0.19,7.4,6,Mediana
11.0,0.99186,0.016,101.0,0.2,5.0,6,Mediana
11.1,0.99072,0.028,98.0,0.17,2.5,7,Buena
11.5,0.99084,0.017,80.0,0.39,2.7,5,Mediana
9.4,0.99754,0.033,186.0,0.4,12.9,5,Mediana
9.4,0.99754,0.033,186.0,0.4,12.9,5,Mediana
9.4,0.99754,0.033,186.0,0.4,12.9,5,Mediana
10.6,0.99567,0.035,134.0,0.24,13.7,6,Mediana
9.4,0.99754,0.033,186.0,0.4,12.9,5,Mediana
10.2,0.99532,0.042,125.0,0.27,9.8,6,Mediana
10.6,0.99567,0.035,134.0,0.24,13.7,6,Mediana
9.7,0.99794,0.04,248.0,0.42,12.1,5,Mediana
12.2,0.99122,0.018,103.0,0.33,6.1,6,Mediana
12.3,0.99226,0.04,135.0,0.33,7.7,5,Mediana
12.2,0.99122,0.018,103.0,0.33,6.1,6,Mediana
11.4,0.99099,0.022,100.0,0.15,1.4,7,Buena
12.7,0.99134,0.022,97.0,0.32,7.7,7,Buena
9.7,0.99794,0.04,248.0,0.42,12.1,5,Mediana
10.8,0.99338,0.02,113.0,0.25,6.8,6,Mediana
11.0,0.9938,0.018,96.0,0.27,9.2,6,Mediana
9.5,0.9955,0.05,196.0,0.27,8.3,5,Mediana
10.1,0.99776,0.064,140.0,0.25,17.4,6,Mediana
13.2,0.98964,0.027,100.0,0.19,2.7,7,Buena
8.8,0.99808,0.037,182.0,0.29,12.8,5,Mediana
9.5,0.99551,0.043,201.0,0.34,8.2,5,Mediana
9.5,0.99548,0.044,202.0,0.27,8.1,5,Mediana
9.5,0.99541,0.047,191.0,0.26,8.2,6,Mediana
9.5,0.9955,0.05,196.0,0.27,8.3,5,Mediana
9.5,0.99536,0.051,197.0,0.26,8.0,5,Mediana
10.4,0.99524,0.043,133.0,0.25,11.8,6,Mediana
9.9,0.9961,0.049,170.0,0.32,12.0,6,Mediana
10.0,0.99224,0.046,113.0,0.24,1.7,5,Mediana
10.1,0.99776,0.064,140.0,0.25,17.4,6,Mediana
9.4,0.99702,0.056,95.0,0.13,13.9,6,Mediana
10.9,0.99176,0.057,138.0,0.21,2.0,5,Mediana
11.4,0.99166,0.042,177.0,0.3,2.2,5,Mediana
10.3,0.99242,0.036,49.0,0.2,1.3,5,Mediana
11.0,0.99109,0.033,57.0,0.18,1.1,6,Mediana
10.9,0.99176,0.057,138.0,0.21,2.0,5,Mediana
10.8,0.99278,0.042,111.0,0.17,6.4,6,Mediana
10.3,0.99242,0.036,49.0,0.2,1.3,5,Mediana
11.0,0.99109,0.033,57.0,0.18,1.1,6,Mediana
10.8,0.99278,0.042,111.0,0.17,6.4,6,Mediana
11.1,0.9912,0.052,156.0,0.28,2.0,5,Mediana
10.9,0.99176,0.057,138.0,0.21,2.0,5,Mediana
11.4,0.99166,0.042,177.0,0.3,2.2,5,Mediana
10.3,0.99677,0.049,149.0,0.34,12.1,5,Mediana
12.9,0.99172,0.042,106.0,0.43,8.8,7,Buena
9.9,0.9953,0.045,131.0,0.41,8.8,5,Mediana
11.3,0.99186,0.036,131.0,0.4,5.1,6,Mediana
11.5,0.99188,0.034,120.0,0.35,6.8,6,Mediana
11.5,0.99188,0.034,120.0,0.35,6.8,6,Mediana
10.7,0.99158,0.039,132.0,0.3,3.7,5,Mediana
10.4,0.99522,0.042,139.0,0.28,12.2,6,Mediana
12.5,0.99176,0.033,204.0,0.33,5.7,6,Mediana
9.5,0.99558,0.052,197.0,0.26,8.1,5,Mediana
11.3,0.9911,0.042,104.0,0.24,2.5,7,Buena
13.0,0.99016,0.034,88.0,0.46,4.0,6,Mediana
11.5,0.99188,0.034,120.0,0.35,6.8,6,Mediana
11.5,0.98956,0.053,99.0,0.23,1.0,5,Mediana
11.3,0.99186,0.036,131.0,0.4,5.1,6,Mediana
13.2,0.99062,0.035,100.0,0.44,5.8,7,Buena
11.5,0.99274,0.034,111.0,0.26,10.6,7,Buena
9.7,0.9978,0.058,110.0,0.15,16.4,6,Mediana
9.2,0.9946,0.052,142.0,0.41,4.8,5,Mediana
8.4,0.99429,0.052,113.0,0.31,3.3,5,Mediana
12.4,0.99002,0.05,103.0,0.27,1.2,6,Mediana
12.4,0.99002,0.05,103.0,0.27,1.2,6,Mediana
9.2,0.9946,0.052,142.0,0.41,4.8,5,Mediana
8.4,0.99429,0.052,113.0,0.31,3.3,5,Mediana
11.7,0.9909,0.028,84.0,0.37,2.5,6,Mediana
11.0,0.99294,0.036,191.0,0.21,8.7,6,Mediana
11.9,0.99044,0.032,109.0,0.26,1.6,6,Mediana
13.2,0.98958,0.028,100.0,0.34,4.0,7,Buena
11.7,0.9909,0.028,84.0,0.37,2.5,6,Mediana
9.1,0.9986,0.055,176.0,0.32,16.2,5,Mediana
12.6,0.99262,0.023,109.0,0.24,9.0,6,Mediana
9.1,0.9986,0.055,176.0,0.32,16.2,5,Mediana
10.6,0.99628,0.047,87.0,0.31,7.0,5,Mediana
12.6,0.99262,0.023,109.0,0.24,9.0,6,Mediana
13.7,0.98913,0.03,123.0,0.17,3.1,7,Buena
12.0,0.99021,0.037,93.0,0.2,1.5,6,Mediana
12.5,0.99198,0.031,120.0,0.32,4.6,7,Buena
12.1,0.99226,0.03,110.0,0.12,4.8,6,Mediana
11.3,0.99159,0.032,137.0,0.18,4.6,6,Mediana
12.0,0.99021,0.037,93.0,0.2,1.5,6,Mediana
10.3,0.99224,0.049,104.0,0.17,2.7,6,Mediana
12.7,0.99068,0.039,136.0,0.21,6.3,6,Mediana
9.2,0.99587,0.048,207.0,0.25,7.2,5,Mediana
9.2,0.99587,0.048,207.0,0.25,7.2,5,Mediana
13.0,0.99018,0.038,98.0,0.39,4.0,7,Buena
13.1,0.98968,0.04,101.0,0.31,4.8,6,Mediana
11.0,0.99178,0.048,113.0,0.23,1.3,6,Mediana
9.2,0.99587,0.048,207.0,0.25,7.2,5,Mediana
10.2,0.99534,0.055,134.0,0.23,9.8,6,Mediana
8.6,0.99864,0.054,193.0,0.36,13.3,4,Baja
9.6,0.99545,0.062,194.0,0.26,8.0,5,Mediana
9.9,0.99299,0.057,98.0,0.22,1.6,7,Buena
10.5,0.99665,0.059,135.0,0.22,16.55,5,Mediana
11.4,0.99069,0.053,98.0,0.28,1.5,5,Mediana
9.4,0.99692,0.069,170.0,0.35,10.2,5,Mediana
8.9,0.99896,0.047,111.0,0.28,17.8,6,Mediana
8.9,0.99896,0.047,111.0,0.28,17.8,6,Mediana
10.8,0.99226,0.049,129.0,0.2,1.5,5,Mediana
12.2,0.99226,0.045,143.0,0.33,7.4,6,Mediana
8.9,0.99896,0.047,111.0,0.28,17.8,6,Mediana
12.5,0.99076,0.029,63.0,0.24,2.0,6,Mediana
12.2,0.99226,0.045,143.0,0.33,7.4,6,Mediana
12.5,0.99076,0.029,63.0,0.24,2.0,6,Mediana
8.9,0.99896,0.047,111.0,0.28,17.8,6,Mediana
10.8,0.9951,0.046,127.0,0.27,12.1,6,Mediana
11.4,0.99234,0.043,98.0,0.38,8.2,6,Mediana
10.8,0.99226,0.049,129.0,0.2,1.5,5,Mediana
10.6,0.99368,0.036,127.0,0.21,8.7,5,Mediana
9.2,0.9937,0.044,63.0,0.34,3.5,5,Mediana
12.2,0.99151,0.031,134.0,0.435,6.4,6,Mediana
12.3,0.99021,0.021,76.0,0.25,2.1,6,Mediana
10.4,0.99479,0.038,179.0,0.26,7.7,6,Mediana
10.4,0.9954,0.035,172.0,0.24,12.3,6,Mediana
11.0,0.99176,0.035,110.0,0.23,1.3,7,Buena
10.6,0.99368,0.036,127.0,0.21,8.7,5,Mediana
9.2,0.9937,0.044,63.0,0.34,3.5,5,Mediana
11.5,0.98994,0.071,69.0,0.27,3.5,6,Mediana
12.5,0.99028,0.036,88.0,0.33,3.8,7,Buena
12.5,0.99028,0.036,88.0,0.33,3.8,7,Buena
12.8,0.98867,0.038,83.0,0.31,2.4,7,Buena
11.2,0.99174,0.037,138.0,0.39,4.8,7,Buena
11.2,0.99174,0.037,138.0,0.39,4.8,7,Buena
13.6,0.99021,0.04,139.0,0.37,6.2,6,Mediana
12.5,0.99028,0.036,88.0,0.33,3.8,7,Buena
11.1,0.99154,0.054,105.0,0.25,1.5,6,Mediana
11.2,0.99174,0.037,138.0,0.39,4.8,7,Buena
13.6,0.99021,0.04,139.0,0.37,6.2,6,Mediana
9.4,0.9956,0.056,206.0,0.28,7.9,5,Mediana
14.2,0.98779,0.037,113.0,0.35,1.6,7,Buena
13.2,0.98836,0.035,107.0,0.31,1.4,6,Mediana
11.2,0.99138,0.05,132.0,0.25,2.6,6,Mediana
10.2,0.99751,0.057,173.0,0.36,14.8,5,Mediana
12.8,0.98867,0.038,83.0,0.31,2.4,7,Buena
10.1,0.99249,0.045,109.0,0.31,0.9,5,Mediana
10.1,0.99249,0.045,109.0,0.31,0.9,5,Mediana
10.3,0.99239,0.031,95.0,0.22,1.2,5,Mediana
9.9,0.99512,0.056,91.0,0.14,9.9,6,Mediana
11.5,0.99098,0.046,106.0,0.22,3.9,5,Mediana
9.0,0.99872,0.063,173.0,0.32,15.6,5,Mediana
9.0,0.99872,0.063,173.0,0.32,15.6,5,Mediana
12.1,0.98894,0.03,101.0,0.28,1.5,6,Mediana
13.3,0.988245,0.036,106.0,0.3,1.6,6,Mediana
11.0,0.99328,0.039,67.0,0.31,5.6,4,Baja
10.7,0.99222,0.04,84.0,0.27,1.3,6,Mediana
9.4,0.99898,0.046,184.0,0.46,16.7,5,Mediana
10.3,0.99486,0.042,108.0,0.23,7.95,6,Mediana
12.0,0.99062,0.04,92.0,0.18,1.1,6,Mediana
11.0,0.99282,0.048,159.0,0.27,6.3,6,Mediana
9.3,0.996,0.053,148.0,0.4,8.9,5,Mediana
10.1,0.99138,0.068,143.0,0.345,1.0,5,Mediana
11.1,0.99166,0.053,106.0,0.23,1.5,6,Mediana
9.9,0.99408,0.046,113.0,0.2,6.6,6,Mediana
11.0,0.99281,0.048,161.0,0.27,6.2,6,Mediana
11.0,0.99282,0.048,159.0,0.27,6.3,6,Mediana
12.5,0.98964,0.042,127.0,0.3,2.1,6,Mediana
12.7,0.98952,0.042,142.0,0.3,2.2,7,Buena
9.3,0.99469,0.045,105.0,0.14,5.4,5,Mediana
9.3,0.996,0.053,148.0,0.4,8.9,5,Mediana
10.1,0.99138,0.068,143.0,0.345,1.0,5,Mediana
8.8,0.9991,0.066,161.0,0.33,17.9,5,Mediana
11.2,0.99047,0.043,90.0,0.16,2.6,6,Mediana
10.8,0.99178,0.038,122.0,0.22,1.3,7,Buena
8.8,0.9991,0.066,161.0,0.33,17.9,5,Mediana
11.2,0.99047,0.043,90.0,0.16,2.6,6,Mediana
10.3,0.99207,0.05,145.0,0.24,2.3,5,Mediana
12.0,0.99152,0.026,87.0,0.31,4.3,5,Mediana
9.5,0.99438,0.048,110.0,0.185,7.1,6,Mediana
9.5,0.99438,0.048,110.0,0.185,7.1,6,Mediana
9.8,0.99622,0.04,159.0,0.43,11.9,6,Mediana
11.8,0.99108,0.044,116.0,0.34,3.8,7,Buena
8.8,0.99803,0.056,176.5,0.35,12.4,5,Mediana
11.2,0.99304,0.05,102.0,0.38,6.5,4,Baja
9.5,0.99438,0.048,110.0,0.185,7.1,6,Mediana
9.4,0.99548,0.049,200.0,0.27,7.6,4,Baja
9.5,0.99551,0.049,192.0,0.29,7.9,6,Mediana
10.4,0.99152,0.034,125.0,0.17,2.8,6,Mediana
9.8,0.99572,0.035,143.0,0.18,10.6,7,Buena
10.4,0.99152,0.034,125.0,0.17,2.8,6,Mediana
9.4,0.99548,0.049,200.0,0.27,7.6,4,Baja
9.5,0.99551,0.049,192.0,0.29,7.9,6,Mediana
12.8,0.99162,0.025,124.0,0.32,7.6,7,Buena
13.0,0.99116,0.03,117.0,0.27,7.5,6,Mediana
10.4,0.9922,0.04,192.0,0.29,1.7,7,Buena
10.4,0.99223,0.034,193.0,0.29,1.7,6,Mediana
